SplittableRandom.nextIntAlt1()

------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
             seed |                                                            gamma 1s | Tid |            test name |    ntup | tsamples | psamples |                  pvalue | assessment(s)
------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
 967712380e41da60 | 0100111111111000010001000000010001000100001100100111000000111100 25 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.58806069...0.58806069 | 1*PASSED
 2d4b01702fe4cbd3 | 0001011111101100001001010010101001001000111010100001110000100000 26 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.27722376...0.27722376 | 1*PASSED
 b0993b37090da8f4 | 0100110100110001000100100000001110001010101110000111100100011110 27 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.24586734...0.24586734 | 1*PASSED
 9e14d6f981120929 | 0101111000010011100000001001000000000010111100111110111110001001 28 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.63896763...0.63896763 | 1*PASSED
 1632f8225263ca17 | 1000000110111100110000101100001110110110101100001010011000101010 29 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.16662817...0.16662817 | 1*PASSED
 ffc6b3c273b687d9 | 1010010000100101110100011110010001111100010110001110000101001011 30 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.83791201...0.83791201 | 1*PASSED
 f7a8d324053da849 | 0011011111100110101010100101110001111110010001010000010011000001 31 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.27032016...0.27032016 | 1*PASSED
 6a4950db5d662635 | 1100100011100111110101110010100100101010111001101011010011000000 32 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.36150551...0.36150551 | 1*PASSED
 117792b2f79da7d3 | 1011100100100001010110100101011111101011110110010101011001001000 33 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.79829468...0.79829468 | 1*PASSED
 982407456f2d1fb8 | 1110101101100011010101011110011111000000011001101011011101000010 34 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.39635219...0.39635219 | 1*PASSED
 83a212c88bc93dea | 1101000011000101010110101011011100100110010110111111111010000101 35 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.27610312...0.27610312 | 1*PASSED
 d2af8a4c8637dded | 1000011000101111000000010011010010111110101011111011101011111011 36 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.78110648...0.78110648 | 1*PASSED
 163fa18ebd71f710 | 0001011000101111110010110111110011011111001100101010000111101110 37 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.14442892...0.14442892 | 1*PASSED
 2c30d6668c6bdbb6 | 1001011001011110101101101111011111010010101011011011010000101110 38 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.18581146...0.18581146 | 1*PASSED
 5b668ca77e6f1f90 | 1101010110011101111010100001101011010110101110110011011101111100 39 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.85564903...0.85564903 | 1*PASSED
